"","coname","locnum","staddr","stcity","state","zip","year","source","latitude","longitude","store_type","naics_6"
"5353","Turnpike Market & Pkg Store","840215685","67 Concord Rd","Billerica","MA","01821",2021,"Data Axle","042.554104",-71.271048,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"5354","7-ELEVEN","840224612","314 Boston Rd","North Billerica","MA","01862",2021,"Data Axle","042.571483",-71.276837,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"5355","7-ELEVEN","840230742","909 Main St # 909-911","Walpole","MA","02081",2021,"Data Axle","042.147713",-71.252014,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"5356","Costa's Fish Market","840243943","144 Columbia St Unit 2F","Fall River","MA","02721",2021,"Data Axle","041.699553",-71.164333,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445220"
"5357","Speedway","840248488","516 County St","Somerset","MA","02726",2021,"Data Axle","041.754800",-71.1495,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"5358","Speedway","840248553","800 Gar Hwy","Swansea","MA","02777",2021,"Data Axle","041.748642",-71.213999,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"5359","Almeida's Vegetable Patch","840256358","110 Gar Hwy","Swansea","MA","02777",2021,"Data Axle","041.741287",-71.192134,"Fruit and Vegetable Markets","445230"
"5360","Shaw's Supermarket","840258370","4171 N Main St # 112","Fall River","MA","02720",2021,"Data Axle","041.751385",-71.121953,"Supermarket or Other Grocery","445110"
"5361","CVS/PHARMACY","840259188","4171 N Main St # 1110","Fall River","MA","02720",2021,"Data Axle","041.751385",-71.121953,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"5362","Walgreens","840270698","870 N Main St Ste 1","Fall River","MA","02720",2021,"Data Axle","041.713961",-71.153398,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"5363","CVS/PHARMACY","840272264","205 S Broadway","Lawrence","MA","01843",2021,"Data Axle","042.693895",-71.162103,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"5364","Shin Shin Oriental Groc Store","840289078","603 S Union St","Lawrence","MA","01843",2021,"Data Axle","042.686382",-71.153328,"Supermarket or Other Grocery","445110"
"5365","CVS/PHARMACY","840318208","8 E Washington St","North Attleboro","MA","02760",2021,"Data Axle","041.967449",-71.338327,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"5366","7-ELEVEN","840328504","785 Bedford St","Bridgewater","MA","02324",2021,"Data Axle","041.966900",-70.97403,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"5367","Country Store","840333249","2 N Main St","Petersham","MA","01366",2021,"Data Axle","042.486400",-72.1877,"Supermarket or Other Grocery","445110"
"5368","Shaw's Supermarket","840336580","11 Traders Way","Salem","MA","01970",2021,"Data Axle","042.501888",-70.921367,"Supermarket or Other Grocery","445110"
"5369","Walgreens","840341226","29 New Derby St","Salem","MA","01970",2021,"Data Axle","042.519226",-70.894554,"Convenience Stores, Pharmacies, and Drug Stores","446110"
